Month,Salesman,Manager,Product,Category, Sales, Profit
10/31/2011,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,058 ",  30.58 
10/31/2011,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,072 ",  41.44 
10/31/2011,Steven Kerr,Brian Baldwin,Coats,Cloths,"  1,957 ",  97.84 
10/31/2011,Brian Harris,Brian Baldwin,Coats,Cloths,"  3,464 ",  34.64 
10/31/2011,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,490 ",  74.69 
10/31/2011,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,896 ",  28.96 
10/31/2011,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,266 ",  113.31 
10/31/2011,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,"  1,115 ",  11.15 
10/31/2011,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,676 ",  26.76 
10/31/2011,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,817 ",  84.51 
10/31/2011,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,951 ",  158.04 
10/31/2011,Brian Harris,Brian Baldwin,Sweaters,Cloths,  859 ,  8.59 
10/31/2011,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  4,203 ",  42.03 
10/31/2011,David Torres,Kimberly Mack,Jackets,Cloths,"  1,318 ",  13.18 
10/31/2011,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,873 ",  37.46 
10/31/2011,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,201 ",  84.10 
10/31/2011,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,118 ",  21.18 
10/31/2011,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,430 ",  24.30 
10/31/2011,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,008 ",  40.08 
10/31/2011,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,475 ",  89.49 
10/31/2011,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  990 ,  29.69 
10/31/2011,David Torres,Kimberly Mack,Shirts,Cloths,"  2,340 ",  23.40 
10/31/2011,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,820 ",  90.99 
10/31/2011,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,806 ",  38.06 
10/31/2011,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  2,989 ",  29.89 
10/31/2011,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,128 ",  63.83 
10/31/2011,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  3,284 ",  65.69 
10/31/2011,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,791 ",  111.64 
10/31/2011,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,234 ",  97.02 
10/31/2011,David Torres,Kimberly Mack,Paints,Cloths,"  2,179 ",  21.79 
10/31/2011,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,310 ",  52.41 
10/31/2011,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,973 ",  278.11 
10/31/2011,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  2,956 ",  29.56 
10/31/2011,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,873 ",  18.73 
10/31/2011,Steven Kerr,Brian Baldwin,Paints,Cloths,"  4,141 ",  41.41 
10/31/2011,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,614 ",  209.10 
10/31/2011,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,570 ",  47.11 
10/31/2011,David Torres,Kimberly Mack,Hats,Accesseries,"  2,290 ",  22.90 
10/31/2011,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  2,707 ",  27.07 
10/31/2011,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,942 ",  147.09 
10/31/2011,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,757 ",  27.57 
10/31/2011,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,524 ",  30.48 
10/31/2011,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,997 ",  199.87 
10/31/2011,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,573 ",  15.73 
10/31/2011,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  1,998 ",  59.93 
10/31/2011,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,659 ",  36.59 
10/31/2011,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,570 ",  102.81 
10/31/2011,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,034 ",  182.07 
10/31/2011,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,568 ",  15.68 
10/31/2011,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  2,081 ",  20.81 
10/31/2011,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,688 ",  184.40 
10/31/2011,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  3,237 ",  258.98 
10/31/2011,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,460 ",  34.60 
11/30/2011,David Torres,Kimberly Mack,Socks,Accesseries,"  3,728 ",  37.28 
11/30/2011,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,788 ",  167.29 
11/30/2011,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,389 ",  135.56 
11/30/2011,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,323 ",  23.23 
11/30/2011,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,628 ",  48.84 
11/30/2011,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,384 ",  135.36 
11/30/2011,Brian Harris,Brian Baldwin,Socks,Accesseries,"  2,656 ",  132.82 
11/30/2011,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,314 ",  99.43 
11/30/2011,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,673 ",  36.73 
11/30/2011,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,332 ",  26.63 
11/30/2011,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,840 ",  36.79 
11/30/2011,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,772 ",  37.72 
11/30/2011,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,159 ",  94.77 
11/30/2011,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,993 ",  29.93 
11/30/2011,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,201 ",  44.02 
11/30/2011,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,389 ",  71.68 
11/30/2011,David Torres,Kimberly Mack,Jeans,Cloths,"  1,413 ",  14.13 
11/30/2011,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,736 ",  112.08 
11/30/2011,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,914 ",  174.86 
11/30/2011,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,512 ",  30.24 
11/30/2011,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,817 ",  56.35 
11/30/2011,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,464 ",  173.21 
11/30/2011,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,656 ",  186.22 
11/30/2011,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,253 ",  97.58 
11/30/2011,David Torres,Kimberly Mack,Coats,Cloths,"  1,914 ",  19.14 
11/30/2011,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  2,193 ",  65.80 
11/30/2011,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,327 ",  69.81 
11/30/2011,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,119 ",  31.19 
11/30/2011,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,093 ",  62.78 
11/30/2011,Steven Kerr,Brian Baldwin,Coats,Cloths,"  1,957 ",  19.57 
11/30/2011,Brian Harris,Brian Baldwin,Coats,Cloths,"  3,602 ",  36.02 
11/30/2011,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,440 ",  97.60 
11/30/2011,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,925 ",  29.25 
11/30/2011,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,312 ",  92.46 
11/30/2011,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,"  1,037 ",  31.12 
11/30/2011,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,650 ",  52.99 
11/30/2011,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,789 ",  83.67 
11/30/2011,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,951 ",  118.53 
11/30/2011,Brian Harris,Brian Baldwin,Sweaters,Cloths,  825 ,  49.47 
11/30/2011,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  4,203 ",  168.14 
11/30/2011,David Torres,Kimberly Mack,Jackets,Cloths,"  1,305 ",  13.05 
11/30/2011,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,929 ",  77.16 
11/30/2011,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,165 ",  34.96 
11/30/2011,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,160 ",  43.20 
11/30/2011,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,503 ",  75.10 
11/30/2011,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,168 ",  166.74 
11/30/2011,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,251 ",  212.54 
11/30/2011,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  990 ,  19.79 
11/30/2011,David Torres,Kimberly Mack,Shirts,Cloths,"  2,364 ",  23.64 
11/30/2011,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,893 ",  113.56 
11/30/2011,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  4,034 ",  121.02 
11/30/2011,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,018 ",  60.37 
11/30/2011,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,064 ",  20.64 
11/30/2011,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  3,120 ",  156.01 
11/30/2011,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,624 ",  52.47 
11/30/2011,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,363 ",  100.90 
11/30/2011,David Torres,Kimberly Mack,Paints,Cloths,"  2,157 ",  21.57 
11/30/2011,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,310 ",  65.51 
11/30/2011,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,735 ",  261.43 
11/30/2011,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  2,956 ",  59.11 
11/30/2011,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,835 ",  18.35 
11/30/2011,Steven Kerr,Brian Baldwin,Paints,Cloths,"  4,182 ",  209.12 
11/30/2011,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,483 ",  49.66 
11/30/2011,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,555 ",  31.09 
11/30/2011,David Torres,Kimberly Mack,Hats,Accesseries,"  2,290 ",  22.90 
11/30/2011,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  2,734 ",  54.67 
11/30/2011,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,765 ",  138.26 
11/30/2011,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,702 ",  54.05 
11/30/2011,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,554 ",  46.63 
11/30/2011,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,877 ",  155.10 
11/30/2011,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,636 ",  130.90 
11/30/2011,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,078 ",  62.33 
11/30/2011,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,695 ",  36.95 
11/30/2011,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,596 ",  51.92 
11/30/2011,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  2,913 ",  203.92 
11/30/2011,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,599 ",  31.98 
11/30/2011,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  2,039 ",  40.79 
11/30/2011,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,504 ",  175.18 
11/30/2011,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  3,011 ",  210.75 
11/30/2011,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,356 ",  33.56 
12/31/2011,David Torres,Kimberly Mack,Socks,Accesseries,"  3,690 ",  36.90 
12/31/2011,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,844 ",  28.44 
12/31/2011,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,253 ",  162.67 
12/31/2011,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,323 ",  46.45 
12/31/2011,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,595 ",  31.91 
12/31/2011,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,384 ",  135.36 
12/31/2011,Brian Harris,Brian Baldwin,Socks,Accesseries,"  2,497 ",  49.94 
12/31/2011,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,414 ",  34.14 
12/31/2011,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,710 ",  37.10 
12/31/2011,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,318 ",  26.36 
12/31/2011,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,969 ",  118.11 
12/31/2011,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,810 ",  76.19 
12/31/2011,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,159 ",  63.18 
12/31/2011,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  3,053 ",  61.05 
12/31/2011,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,311 ",  23.11 
12/31/2011,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,461 ",  24.61 
12/31/2011,David Torres,Kimberly Mack,Jeans,Cloths,"  1,399 ",  13.99 
12/31/2011,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,960 ",  118.81 
12/31/2011,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,856 ",  85.68 
12/31/2011,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,497 ",  14.97 
12/31/2011,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,761 ",  27.61 
12/31/2011,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,360 ",  100.81 
12/31/2011,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,795 ",  191.81 
12/31/2011,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,188 ",  95.63 
12/31/2011,David Torres,Kimberly Mack,Coats,Cloths,"  1,933 ",  19.33 
12/31/2011,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  2,106 ",  105.28 
12/31/2011,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,420 ",  24.20 
12/31/2011,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,150 ",  63.01 
12/31/2011,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,155 ",  21.55 
12/31/2011,Steven Kerr,Brian Baldwin,Coats,Cloths,"  1,937 ",  38.74 
12/31/2011,Brian Harris,Brian Baldwin,Coats,Cloths,"  3,386 ",  237.04 
12/31/2011,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,416 ",  72.47 
12/31/2011,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,895 ",  28.95 
12/31/2011,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,450 ",  24.50 
12/31/2011,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  996 ,  49.78 
12/31/2011,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,623 ",  52.46 
12/31/2011,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,733 ",  27.33 
12/31/2011,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,951 ",  39.51 
12/31/2011,Brian Harris,Brian Baldwin,Sweaters,Cloths,  874 ,  8.74 
12/31/2011,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  4,035 ",  40.35 
12/31/2011,David Torres,Kimberly Mack,Jackets,Cloths,"  1,292 ",  12.92 
12/31/2011,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,910 ",  38.20 
12/31/2011,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,165 ",  34.96 
12/31/2011,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,160 ",  43.20 
12/31/2011,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,478 ",  24.78 
12/31/2011,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,377 ",  131.31 
12/31/2011,Brian Harris,Brian Baldwin,Jackets,Cloths,"  3,911 ",  156.43 
12/31/2011,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  960 ,  19.20 
12/31/2011,David Torres,Kimberly Mack,Shirts,Cloths,"  2,364 ",  23.64 
12/31/2011,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,874 ",  37.47 
12/31/2011,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  4,276 ",  171.04 
12/31/2011,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,018 ",  60.37 
12/31/2011,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,105 ",  42.10 
12/31/2011,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  3,151 ",  126.05 
12/31/2011,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,597 ",  77.92 
12/31/2011,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,464 ",  103.93 
12/31/2011,David Torres,Kimberly Mack,Paints,Cloths,"  2,157 ",  21.57 
12/31/2011,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,258 ",  12.58 
12/31/2011,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,959 ",  197.94 
12/31/2011,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,015 ",  30.15 
12/31/2011,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,835 ",  36.70 
12/31/2011,Steven Kerr,Brian Baldwin,Paints,Cloths,"  4,057 ",  40.57 
12/31/2011,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,483 ",  198.64 
12/31/2011,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,570 ",  15.70 
12/31/2011,David Torres,Kimberly Mack,Hats,Accesseries,"  2,290 ",  22.90 
12/31/2011,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  2,570 ",  102.79 
12/31/2011,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,627 ",  52.54 
12/31/2011,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,702 ",  27.02 
12/31/2011,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,539 ",  15.39 
12/31/2011,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,916 ",  39.16 
12/31/2011,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,718 ",  85.90 
12/31/2011,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,098 ",  62.95 
12/31/2011,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,695 ",  36.95 
12/31/2011,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,544 ",  25.44 
12/31/2011,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  2,884 ",  173.04 
12/31/2011,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,631 ",  32.62 
12/31/2011,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  2,039 ",  40.79 
12/31/2011,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,469 ",  34.69 
12/31/2011,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  2,800 ",  84.00 
12/31/2011,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,490 ",  34.90 
1/31/2012,David Torres,Kimberly Mack,Socks,Accesseries,"  3,727 ",  37.27 
1/31/2012,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,759 ",  27.59 
1/31/2012,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,416 ",  136.64 
1/31/2012,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,323 ",  46.45 
1/31/2012,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,563 ",  46.90 
1/31/2012,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,452 ",  69.03 
1/31/2012,Brian Harris,Brian Baldwin,Socks,Accesseries,"  2,322 ",  185.77 
1/31/2012,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,380 ",  67.59 
1/31/2012,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,710 ",  37.10 
1/31/2012,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,305 ",  78.30 
1/31/2012,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,890 ",  94.49 
1/31/2012,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,733 ",  37.33 
1/31/2012,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,096 ",  30.96 
1/31/2012,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  2,900 ",  87.00 
1/31/2012,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,427 ",  24.27 
1/31/2012,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,363 ",  47.25 
1/31/2012,David Torres,Kimberly Mack,Jeans,Cloths,"  1,399 ",  13.99 
1/31/2012,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  4,039 ",  201.97 
1/31/2012,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,685 ",  134.23 
1/31/2012,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,512 ",  30.23 
1/31/2012,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,844 ",  28.44 
1/31/2012,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  3,427 ",  102.82 
1/31/2012,Brian Harris,Brian Baldwin,Jeans,Cloths,"  4,795 ",  287.72 
1/31/2012,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,060 ",  30.60 
1/31/2012,David Torres,Kimberly Mack,Coats,Cloths,"  1,952 ",  19.52 
1/31/2012,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  2,106 ",  126.33 
1/31/2012,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,275 ",  45.50 
1/31/2012,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  3,150 ",  63.01 
1/31/2012,Sarah Parks,Brian Baldwin,Coats,Cloths,"  2,155 ",  21.55 
1/31/2012,Steven Kerr,Brian Baldwin,Coats,Cloths,"  1,995 ",  19.95 
1/31/2012,Brian Harris,Brian Baldwin,Coats,Cloths,"  3,251 ",  260.07 
1/31/2012,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,464 ",  24.64 
1/31/2012,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,895 ",  28.95 
1/31/2012,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,573 ",  77.18 
1/31/2012,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,  926 ,  9.26 
1/31/2012,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,597 ",  51.94 
1/31/2012,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,651 ",  79.53 
1/31/2012,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,911 ",  156.46 
1/31/2012,Brian Harris,Brian Baldwin,Sweaters,Cloths,  839 ,  67.12 
1/31/2012,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,914 ",  78.28 
1/31/2012,David Torres,Kimberly Mack,Jackets,Cloths,"  1,279 ",  12.79 
1/31/2012,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  1,967 ",  118.03 
1/31/2012,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,"  1,189 ",  11.89 
1/31/2012,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,138 ",  42.77 
1/31/2012,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,429 ",  72.86 
1/31/2012,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  4,289 ",  85.79 
1/31/2012,Brian Harris,Brian Baldwin,Jackets,Cloths,"  4,185 ",  209.23 
1/31/2012,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,  931 ,  37.25 
1/31/2012,David Torres,Kimberly Mack,Shirts,Cloths,"  2,387 ",  23.87 
1/31/2012,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,818 ",  72.70 
1/31/2012,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  4,362 ",  43.62 
1/31/2012,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,018 ",  60.37 
1/31/2012,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  2,084 ",  20.84 
1/31/2012,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  3,120 ",  124.79 
1/31/2012,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,571 ",  25.71 
1/31/2012,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,568 ",  107.05 
1/31/2012,David Torres,Kimberly Mack,Paints,Cloths,"  2,179 ",  21.79 
1/31/2012,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,321 ",  39.62 
1/31/2012,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,721 ",  186.06 
1/31/2012,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,045 ",  60.90 
1/31/2012,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,799 ",  35.97 
1/31/2012,Steven Kerr,Brian Baldwin,Paints,Cloths,"  4,057 ",  162.27 
1/31/2012,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,533 ",  177.29 
1/31/2012,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,539 ",  61.55 
1/31/2012,David Torres,Kimberly Mack,Hats,Accesseries,"  2,267 ",  22.67 
1/31/2012,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  2,415 ",  24.15 
1/31/2012,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,811 ",  56.22 
1/31/2012,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,648 ",  26.48 
1/31/2012,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,524 ",  15.24 
1/31/2012,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  4,112 ",  164.48 
1/31/2012,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,787 ",  89.34 
1/31/2012,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,098 ",  20.98 
1/31/2012,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,658 ",  36.58 
1/31/2012,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,493 ",  49.86 
1/31/2012,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,057 ",  183.42 
1/31/2012,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,631 ",  16.31 
